text,emotion,emotion_group,platform,country,timestamp,likes,retweets,textblob_score,textblob_sentiment,vader_score,vader_sentiment,sentiment
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill!,Mischievous,Neutral,Instagram,USA,2023-08-16 14:00:00,60,30,0.0,Neutral,0.4199,Positive,Positive
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories!,Excitement,Positive,Twitter,UK,2023-08-17 22:15:00,35,18,0.0,Neutral,0.7644,Positive,Positive
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed!",Embarrassed,Negative,Facebook,USA,2023-08-18 16:30:00,50,25,-0.15,Negative,-0.5848,Negative,Negative
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum!,Embarrassed,Negative,Instagram,UK,2023-08-19 19:45:00,45,22,0.0333,Neutral,-0.126,Negative,Negative
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent!,Embarrassed,Negative,Twitter,Canada,2023-08-20 17:00:00,60,30,0.4,Positive,0.3802,Positive,Positive
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights!,Joy,Positive,Instagram,USA,2023-08-21 15:45:00,30,15,0.1364,Positive,0.3595,Positive,Positive
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill!,Excitement,Positive,Facebook,Canada,2023-08-22 12:30:00,40,22,0.1705,Positive,0.0,Neutral,Neutral
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated!,Mischievous,Neutral,Twitter,USA,2023-08-23 16:45:00,55,28,0.0,Neutral,-0.6239,Negative,Negative
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement!,Excitement,Positive,Instagram,UK,2023-08-24 18:20:00,38,20,0.0,Neutral,0.8805,Positive,Positive
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing!,Joy,Positive,Facebook,Canada,2023-08-25 14:15:00,50,25,0.5,Positive,0.6114,Positive,Positive
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment!,Embarrassed,Negative,Twitter,USA,2023-08-26 17:30:00,35,18,-0.5,Negative,-0.4574,Negative,Negative
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go?,Embarrassed,Negative,Instagram,UK,2023-08-27 20:45:00,45,22,0.1667,Positive,-0.2023,Negative,Negative
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+!,Joy,Positive,Twitter,USA,2023-08-28 16:00:00,36,18,-0.2917,Negative,0.4753,Positive,Positive
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed!,Excitement,Positive,Instagram,Canada,2023-08-29 13:45:00,48,26,0.3182,Positive,0.0,Neutral,Neutral
Creating a secret handshake with friends. Friendship level: Expert!,Joy,Positive,Facebook,USA,2023-08-30 17:30:00,40,20,-0.4,Negative,0.8172,Positive,Positive
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty!,Excitement,Positive,Twitter,UK,2023-08-31 20:15:00,42,24,1.0,Positive,0.6696,Positive,Positive
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making!,Joy,Positive,Instagram,Canada,2023-09-01 14:45:00,39,21,0.0,Neutral,0.7959,Positive,Positive
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment!,Embarrassed,Negative,Facebook,USA,2023-09-02 18:30:00,33,17,0.0,Neutral,-0.4199,Negative,Negative
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated!,Excitement,Positive,Twitter,UK,2023-09-03 22:00:00,44,23,0.5,Positive,0.3382,Positive,Positive
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver!,Joy,Positive,Instagram,USA,2023-09-04 15:15:00,37,19,0.2,Positive,0.7712,Positive,Positive
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway!,Excitement,Positive,Twitter,Canada,2023-09-05 12:30:00,52,27,0.5,Positive,0.1511,Positive,Positive
Organizing a movie marathon with friends. Popcorn and cinematic adventures await!,Joy,Positive,Facebook,UK,2023-09-06 16:45:00,43,22,0.0,Neutral,0.7345,Positive,Positive
Experimenting with a new hair color. A bold change for a bold semester!,Excitement,Positive,Instagram,USA,2023-09-07 18:20:00,39,20,0.2677,Positive,0.6696,Positive,Positive
Building a time capsule to capture memories for the future. Time-traveling emotions!,Joy,Positive,Facebook,Canada,2023-09-08 14:15:00,48,26,0.0,Neutral,0.0,Neutral,Neutral
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start!,Embarrassed,Negative,Twitter,USA,2023-09-09 17:30:00,32,16,-0.2833,Negative,-0.75,Negative,Negative
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up!,Excitement,Positive,Instagram,UK,2023-09-10 20:45:00,42,23,0.3182,Positive,0.6696,Positive,Positive
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments.,Sad,Negative,Twitter,USA,2023-09-11 15:45:00,28,15,0.0,Neutral,0.25,Positive,Positive
Encountered some mean-spirited comments online. Dealing with online hate is never easy.,Hate,Negative,Instagram,Canada,2023-09-12 12:30:00,36,18,-0.2073,Negative,-0.7274,Negative,Negative
Had a bad day at school. Everything seems to be going wrong.,Bad,Negative,Facebook,UK,2023-09-13 16:45:00,40,20,-0.6,Negative,-0.765,Negative,Negative
Feeling down after not making the sports team. Disappointment lingers.,Sad,Negative,Twitter,USA,2023-09-14 18:20:00,34,17,-0.3778,Negative,-0.4215,Negative,Negative
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch.,Hate,Negative,Instagram,Canada,2023-09-15 14:15:00,41,21,-0.65,Negative,-0.6808,Negative,Negative
Received a not-so-great grade on a major project. Academic frustration setting in.,Bad,Negative,Facebook,UK,2023-09-16 17:30:00,38,19,0.2875,Positive,-0.4767,Negative,Negative
Dealing with a personal setback. Sometimes life throws unexpected challenges.,Sad,Negative,Twitter,USA,2023-09-17 20:45:00,44,22,0.05,Positive,0.0772,Positive,Positive
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected.,Sad,Negative,Instagram,Canada,2023-09-18 22:00:00,31,16,-0.1,Negative,-0.25,Negative,Negative
Experiencing cyberbullying. Hateful messages online are disheartening.,Hate,Negative,Facebook,UK,2023-09-19 15:15:00,27,14,0.0,Neutral,-0.7184,Negative,Negative
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck.,Bad,Negative,Twitter,USA,2023-09-20 12:30:00,35,18,-0.7,Negative,-0.128,Negative,Negative
Missing an important event due to unforeseen circumstances. A day filled with sadness.,Sad,Negative,Instagram,Canada,2023-09-21 16:45:00,39,20,0.1188,Positive,-0.5106,Negative,Negative
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful.,Hate,Negative,Facebook,UK,2023-09-22 18:20:00,46,23,0.0,Neutral,-0.5267,Negative,Negative
Got a flat tire on the way to an important meeting. Talk about a series of bad events!,Bad,Negative,Twitter,USA,2023-09-23 14:15:00,50,25,-0.1083,Negative,-0.4574,Negative,Negative
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad.,Sad,Negative,Instagram,Canada,2023-09-24 17:30:00,42,21,-0.5,Negative,-0.3182,Negative,Negative
Facing rejection from a dream college. Disheartened but determined to explore other paths.,Sad,Negative,Facebook,UK,2023-09-25 20:45:00,37,19,-0.125,Negative,0.0644,Positive,Positive
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun.,Hate,Negative,Twitter,USA,2023-09-26 14:15:00,32,16,0.3,Positive,-0.5719,Negative,Negative
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence.,Bad,Negative,Instagram,Canada,2023-09-27 17:30:00,36,18,-0.4333,Negative,-0.4939,Negative,Negative
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time.,Sad,Negative,Facebook,UK,2023-09-28 22:00:00,41,21,-0.1819,Negative,-0.6374,Negative,Negative
Experiencing hate comments for expressing personal opinions. Online negativity prevails.,Hate,Negative,Twitter,USA,2023-09-29 15:45:00,48,24,-0.4,Negative,-0.7906,Negative,Negative
Having a string of bad luck with constant technology malfunctions. Tech troubles galore!,Bad,Negative,Instagram,Canada,2023-09-30 18:20:00,43,22,-0.35,Negative,-0.5848,Negative,Negative
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness.,Sad,Negative,Facebook,UK,2023-10-01 14:15:00,39,20,0.025,Neutral,-0.6249,Negative,Negative
Trying out a new study technique for upcoming exams. Exploring different learning strategies.,Neutral,Neutral,Instagram,USA,2023-10-02 16:45:00,42,23,0.0682,Positive,0.0,Neutral,Neutral
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness.,Neutral,Neutral,Twitter,Canada,2023-10-03 12:30:00,50,26,0.0,Neutral,0.4939,Positive,Positive
Sharing favorite book recommendations with classmates. Building a mini book club.,Neutral,Neutral,Facebook,UK,2023-10-04 18:20:00,38,19,0.5,Positive,0.7003,Positive,Positive
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen.,Neutral,Neutral,Instagram,USA,2023-10-05 14:15:00,43,21,0.1364,Positive,0.34,Positive,Positive
Collaborating on a school project with peers. Teamwork makes the dream work.,Neutral,Neutral,Twitter,Canada,2023-10-06 17:30:00,36,18,0.0,Neutral,0.25,Positive,Positive
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities.,Neutral,Neutral,Instagram,UK,2023-10-07 20:45:00,45,22,0.1364,Positive,0.25,Positive,Positive
Exploring a new part-time job opportunity for gaining work experience. Career development in progress.,Neutral,Neutral,Facebook,USA,2023-10-08 15:15:00,48,24,0.1364,Positive,0.8126,Positive,Positive
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities.,Neutral,Neutral,Twitter,Canada,2023-10-09 22:00:00,40,20,0.0,Neutral,0.0,Neutral,Neutral
Exploring a new hobby of photography during free time. Capturing moments through a lens.,Neutral,Neutral,Instagram,UK,2023-10-10 14:15:00,49,25,0.2682,Positive,0.5106,Positive,Positive
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers.,Neutral,Neutral,Facebook,USA,2023-10-11 16:45:00,37,19,0.5375,Positive,0.6249,Positive,Positive
Attending a workshop on time management to enhance organizational skills. Striving for efficiency.,Neutral,Neutral,Twitter,Canada,2023-10-12 18:20:00,44,23,0.0,Neutral,0.3612,Positive,Positive
Volunteering at a local charity event to give back to the community. Contributing to social causes.,Neutral,Neutral,Instagram,UK,2023-10-13 12:30:00,39,20,0.0111,Neutral,0.4215,Positive,Positive
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action.,Neutral,Neutral,Facebook,USA,2023-10-14 17:30:00,35,18,0.1,Positive,0.6124,Positive,Positive
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress.,Neutral,Neutral,Twitter,Canada,2023-10-15 20:45:00,43,22,0.15,Positive,0.7783,Positive,Positive
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around!,Happy,Positive,Instagram,UK,2023-10-16 15:45:00,52,27,0.0,Neutral,0.9422,Positive,Positive
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles!,Happy,Positive,Twitter,USA,2023-10-17 12:30:00,48,24,0.625,Positive,0.807,Positive,Positive
Attending a school talent show to support classmates. Applauding the diverse talents on display!,Happy,Positive,Facebook,Canada,2023-10-18 16:45:00,38,19,0.0,Neutral,0.8977,Positive,Positive
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes!",Happy,Positive,Instagram,UK,2023-10-19 18:20:00,42,21,0.4182,Positive,0.8588,Positive,Positive
Winning a friendly sports competition against rival schools. Victory celebrations in full swing!,Happy,Positive,Twitter,USA,2023-10-20 14:15:00,50,26,0.4083,Positive,0.784,Positive,Positive
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe!,Happy,Positive,Facebook,Canada,2023-10-21 17:30:00,45,23,0.0,Neutral,0.5848,Positive,Positive
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity!,Happy,Positive,Instagram,UK,2023-10-22 20:45:00,43,22,0.85,Positive,0.8858,Positive,Positive
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes!,Happy,Positive,Instagram,USA,2015-11-10 16:45:00,44,23,0.0636,Positive,0.7574,Positive,Positive
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement!,Happy,Positive,Twitter,Canada,2016-09-14 12:30:00,51,26,0.5,Positive,0.7901,Positive,Positive
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles!,Happy,Positive,Facebook,UK,2017-08-18 18:20:00,39,20,0.7,Positive,0.8268,Positive,Positive
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company!",Happy,Positive,Instagram,USA,2018-06-22 14:15:00,48,25,0.6,Positive,0.9551,Positive,Positive
Successfully fundraising for a school charity initiative. The joy of giving back to the community!,Happy,Positive,Twitter,Canada,2019-04-05 17:30:00,42,22,0.5167,Positive,0.9098,Positive,Positive
"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food!",Happy,Positive,Facebook,UK,2020-02-29 20:45:00,43,21,1.0,Positive,0.8977,Positive,Positive
"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces!",Happy,Positive,Instagram,USA,2020-11-15 15:15:00,47,24,0.5,Positive,0.7777,Positive,Positive
